SHANGHAI SHENZHEN CSI 300 - MARKET VALUE,SHANGHAI SHENZHEN CSI 300 - PRICE HIGH,SHANGHAI SHENZHEN CSI 300 - PRICE LOW,SHANGHAI SHENZHEN CSI 300 - OPENING PRICE,SHANGHAI SHENZHEN CSI 300 - PRICE INDEX,SHANGHAI SHENZHEN CSI 300 - TURNOVER BY VALUE,SHANGHAI SHENZHEN CSI 300 - TURNOVER BY VOLUME
CHSS300(MV),CHSS300(PH),CHSS300(PL),CHSS300(PO),CHSS300(PI),CHSS300(VA),CHSS300(VO)
29277070,4620.05,4504.55,4520.46,4619.16,685365000,490314800
29957870,4740.93,4632.59,4637.05,4739.81,769924600,516213800
30025840,4782.04,4693.96,4764.48,4740.89,752258000,497430800
29841260,4730.43,4618.32,4682.63,4702.64,721273100,480152800
30782480,4810.48,4735.31,4753.87,4807.59,765910300,513076500
30465710,4839.07,4703.57,4811.32,4741.86,860349700,608638500
851869.7,4797.93,4695.79,4722.9,4774.32,601676300,395056900
30098590,4818.72,4749.48,4788.41,4749.88,612511200,399727400
30098590,,,,4749.88,,
30337580,4795.91,4699.39,4757.64,4787.74,565453300,377843700
29102800,4785.19,4572.98,4785.19,4596.84,660020000,460419600
28708140,4700.91,4511.76,4626.23,4553.32,586033900,376073500
28034640,4546.34,4467.46,4520.82,4470.09,427189800,297759000
28616900,4559.05,4445.59,4515.55,4558.4,452090600,302407900
29384450,4690.95,4535.15,4582.09,4690.53,583260200,373838300
29737950,4748,4660.02,4692.12,4747.42,607123200,377053700
29492560,4758,4678.84,4746.71,4718.43,590479600,370730200
29411940,4735.28,4670.17,4717.95,4700.78,513219600,337724900
28860020,4690.75,4592.05,4690.75,4617.47,506694900,328431100
28527170,4623.38,4565.06,4582.05,4575.14,434083100,269180400
29456450,4740,4577.64,4577.64,4731.22,524231900,314785800
29244290,4843.1,4745.21,4751.57,4754.92,589956100,363180500
29728990,4841.61,4746.03,4768.69,4840.97,505346000,305054500
30531820,4951.99,4870.6,4895.92,4951.33,719129900,455846700
31480420,5099.84,4949.11,4949.11,5099.49,757085700,465736400
31990580,5199.29,5063.14,5140.8,5198.92,802295800,487949300
31961120,5226.84,5126.86,5216.17,5181.43,777826300,470798600
29906300,5213.18,4831.33,5174.1,4834,873207300,571829000
29818400,4924.3,4665.52,4839.53,4840.83,636007900,427878700
31256960,5079.32,4835.77,4862.75,5076.18,637843500,417503500
31755310,5162.55,5047.08,5091.27,5161.87,658452700,412973100
31721950,5186.96,5059.49,5176.59,5143.59,672056300,414258200
32372430,5194.23,4863.46,5156.01,5181.41,735170600,482767100
32745740,5288.34,5104.18,5254.9,5230.55,855224300,545961000
33684430,5370.61,5202.59,5259.41,5353.75,949497900,637313000
33490050,5380.43,5251.21,5379.47,5317.46,871431700,570427100
33293710,5374.83,5209.68,5254.3,5309.11,711509200,442165500
33211490,5329.29,5248.16,5305.14,5306.59,660584700,392338700
33405220,5351.64,5283.09,5329.28,5335.11,694213100,430131200
33858990,5362.45,5207.3,5354.01,5221.16,766237700,475745500
32801170,5204.3,5015.26,5165.02,5064.82,651522300,411675400
33325090,5158.36,4949.29,5072.3,5138.83,589868300,397124100
31991280,5121.21,4926.43,5107.69,4930.55,555646700,364395800
30100750,4910.45,4634.69,4847.05,4637.05,519609300,358104600
30100750,,,,4637.05,,
31064240,4786.95,4455.33,4641.42,4786.09,536984100,365087700
31802850,4883.73,4744.3,4811.59,4880.13,615374100,434638600
30685360,4919.26,4667.22,4906.24,4706.52,640246300,446135800
28434510,4650.18,4278.67,4573.87,4336.19,612959200,446639600
27754820,4451.16,4000.93,4446.84,4191.55,704014300,525662500
29489520,4475.77,4016.01,4161.07,4473,716045800,527045100
28060670,4526.13,4235.7,4408.98,4253.02,623330600,431721200
27449860,4312.19,4000.06,4287.73,4107.99,593506600,457062100
26060980,4164.63,3785.9,4017.2,3885.92,538216700,429300700
27138400,4218.27,3832.47,4218.27,3998.54,779557900,648094500
27110590,3960.64,3743.62,3877.85,3928,795962600,679384800
25509700,3762.62,3612.25,3651.06,3663.04,640122400,581466900
27012180,3930.26,3537.83,3621.68,3897.63,564743900,503870500
28181600,4179.11,3887.55,3916.27,4106.55,629079300,500701700
28515310,4278.16,4072.43,4132.23,4211.81,659251700,502092000
27835710,4258.51,4062.5,4178.63,4112.15,597521200,454421800
27263250,4114.24,3899.51,4068.88,3966.76,514064400,421956400
27595280,4067.02,3856.32,3949.64,3997.36,410050800,330531300
28403010,4190.18,4000.23,4023.76,4151.49,435597100,331107100
28562110,4221.69,4106.39,4157.06,4160.61,483493900,352673300
28548060,4201.48,4081.7,4109.76,4166,431695600,318374900
28470540,4187.43,4094.71,4148.56,4157.16,441832400,318945800
29009890,4262.06,4148.82,4158.93,4250.8,483972100,354471700
28572640,4299.65,4154.61,4255.2,4176.28,535901400,392045300
26139580,4156.31,3817.17,4097.79,3818.73,477952000,365054500
25962800,3883.45,3627.42,3690.97,3811.09,482654500,383527200
26666100,3934,3769.19,3839.96,3930.38,372287700,276972800
25980350,3968.53,3802.88,3915.78,3815.41,376351000,271548400
25897460,3863.62,3757.99,3777.15,3816.7,299312400,222376800
25939470,3829.23,3742.58,3766.07,3829.23,309631200,245805000
26652370,3948.45,3801.03,3827.37,3948.15,288756500,220236500
26106660,3962.28,3858.66,3937.62,3866.9,272693500,200484300
25851460,3888.69,3793.24,3802.93,3831.85,195532400,147278700
26320800,3926.65,3857.91,3866.43,3906.94,246546100,183349200
27493790,4101.73,3932.84,3947.47,4084.36,401701900,306780400
27382320,4110.13,4042,4083.59,4066.67,416996400,322034200
27071500,4078.03,4015.35,4025.67,4016.13,339799300,255146200
27428030,4075.7,3967.82,4010.01,4075.46,319887400,242837000
27390380,4113.16,4056.73,4097.92,4073.54,340076800,253393000
27365900,4081.77,4009.99,4058.11,4077.87,336830500,256939600
25908910,4103.05,3816.55,4084.31,3825.41,424924200,319881000
26136460,3898.74,3668.19,3748.27,3886.14,340923400,269049600
25330160,3880.82,3761.45,3848.4,3761.45,270576600,212168000
24301230,3757.78,3578.17,3714.29,3589.54,267498400,217986400
22245540,3468.15,3266.55,3454.6,3275.53,273124100,255436600
20604180,3200.11,3019.56,3070.01,3042.93,281160200,276081200
20528260,3192.93,2952.01,3062.57,3025.69,312188200,308270600
21673680,3206.72,3028.4,3092.81,3205.64,278769900,267294900
22516880,3353.24,3223.62,3246.24,3342.29,318763300,299498200
22629950,3368.28,3205.54,3307.4,3366.54,306610700,280250400
22822880,3370.5,3190.58,3296.53,3362.08,351387600,352458500
23012050,3387.02,3213.64,3220.85,3365.83,348986400,347789300
23012050,,,,3365.83,,
23012050,,,,3365.83,,
22122060,3422.22,3240.24,3347.29,3250.48,221756800,204224400
22598370,3340.22,3170.81,3221.79,3334.02,168294700,154599600
23026130,3426.65,3330.29,3344.82,3399.3,258815800,220467400
22727200,3398.32,3337.31,3349.28,3357.56,168108300,144883000
22628850,3383.13,3315.48,3349.88,3347.19,130262400,108547500
22206270,3373.92,3187.57,3367.64,3281.13,226168500,205457200
21486300,3240.08,3131.98,3208.74,3152.23,145989200,143555600
22448110,3345.92,3131.37,3149.16,3309.25,168269800,159710000
21987420,3354.9,3237,3287.66,3237,190270200,169401900
22017010,3280.88,3227.83,3254.44,3251.27,121752500,106903500
22336380,3312.55,3211.93,3222.6,3308.25,145323000,122788700
22532880,3371.41,3303.18,3312.37,3339.03,172492800,146222000
22011100,3315.93,3253.33,3290.07,3263.03,136886000,123171400
22245150,3300.86,3255.9,3278.9,3285,120820600,102011200
21966050,3290.86,3201.91,3272.66,3231.95,137602200,121419300
21986670,3246.55,3186.51,3226.61,3242.75,88007460,74219460
21553380,3208.42,3159.04,3197.22,3178.85,96691500,87150620
21683840,3223.91,3186.77,3195.9,3202.95,95881580,78559340
21683840,,,,3202.95,,
21683840,,,,3202.95,,
21683840,,,,3202.95,,
21683840,,,,3202.95,,
21683840,,,,3202.95,,
22286270,3337.33,3294.6,3324.98,3296.48,164120600,132081800
22553360,3352.38,3293.96,3302.36,3340.12,144731300,124352500
23237760,3486.63,3347.25,3351.14,3447.69,263706500,221400500
23183520,3452.04,3413.97,3422.48,3445.04,174978900,145433800
22969550,3458.7,3403.23,3431.13,3406.11,174599200,152173900
23448560,3486.81,3402.32,3403.39,3486.81,201881900,171158300
23765600,3537.54,3487.1,3508.52,3534.06,252211500,208964700
23744640,3572.99,3502.5,3548.95,3534.18,254891000,207606700
24020300,3577.8,3510.44,3527.88,3577.7,226525600,179025100
23501500,3601.24,3417.41,3580.84,3473.25,326886900,282075900
23729170,3530.77,3442.31,3453.2,3524.53,223583600,184305600
23831070,3581.84,3515.82,3536.84,3571.24,247059700,198294500
23937570,3620.76,3561.19,3614.7,3589.26,270489600,204248800
23914080,3601.05,3486.1,3569.45,3592.88,239042500,192056100
23526990,3598.17,3517.21,3575.8,3524.92,213303000,170977100
23561660,3561.81,3507.97,3539.98,3533.31,161051900,127010400
23538910,3574.47,3497.57,3530.22,3534.08,183317100,139141900
23154660,3543.45,3474.71,3489.22,3475.96,167455100,130002600
23056540,3501.7,3452.62,3484.72,3465.49,132231500,101401900
24075520,3628.54,3477.16,3477.16,3628.54,266955900,205423900
24613570,3781.41,3627.3,3630.78,3705.97,495138000,398046500
25111540,3801.7,3694.66,3698.34,3793.37,389779200,298753000
25499970,3891.77,3796.38,3796.38,3840.35,463161600,356804600
25432110,3876.49,3798.82,3806.67,3833.24,380910600,286519600
25406500,3843.11,3781.41,3828.45,3833.65,307008300,232234300
25165020,3843.9,3771.27,3841.74,3795.32,302446600,217537600
24784770,3793.71,3727.58,3756.2,3746.24,281961000,203489900
24942820,3764.41,3680.07,3682.73,3764.13,227483700,161690900
24957040,3852.77,3750.16,3790.43,3758.39,365138400,248533100
24717980,3771.85,3706.31,3760.46,3715.58,254138000,185689500
25029380,3775.23,3714.67,3725.62,3774.97,204557600,154632000
25007810,3793.54,3757.03,3778.88,3774.38,242295100,186951700
24883500,3802.85,3743.4,3774.44,3753.33,234641000,175626800
24869650,3754.17,3702.74,3745.76,3753.89,192495100,143383300
25040640,3781.86,3735.72,3747.76,3781.61,215125000,151944900
24921090,3805.84,3756.82,3795.24,3759.43,239797200,173525500
23594720,3742.74,3534.39,3739.1,3556.99,269758000,208939300
23654020,3587.97,3455.07,3554.89,3566.41,220098300,173201200
23749540,3617.3,3536.12,3562.32,3591.7,176598800,136536500
24588820,3725.85,3573.4,3587.76,3721.95,260938700,213538900
24852690,3758.45,3693.14,3709.55,3749.3,236699000,197762100
24350160,3726.12,3667.29,3719.73,3677.59,196455600,151199500
24370720,3699.34,3658.58,3681.58,3687.61,161220000,113883100
23934380,3668.84,3619.44,3668.84,3623.02,163317200,125781100
24001340,3655.16,3611.49,3613.42,3635.94,154320000,113325400
23892510,3678.32,3615.99,3634.37,3623.08,168622200,120215600
23789060,3630.74,3578.15,3605.37,3608.06,145248600,110322500
25268720,3712.5,3571,3573.88,3711.32,203291500,151769100
25118290,3717.36,3679.23,3707.73,3694.39,186795500,126481700
25106370,3713.09,3677.45,3703.95,3685.44,160118200,111342700
25533940,3768.84,3709.85,3712.78,3755.89,242543800,177924100
25579550,3810.22,3750.92,3754.96,3767.91,232281500,173466000
26113180,3877.82,3759.99,3762.1,3865.96,289905200,217435300
26149840,3880.47,3841.59,3872.1,3876.73,243797400,180303600
26086560,3926.69,3862.96,3877.87,3866.38,294710500,207017100
25856780,3867.68,3787.08,3858.13,3829.4,203683500,147181400
25897440,3848.02,3813.2,3832.08,3838.2,163314500,119624000
25225650,3853.39,3727.63,3847.53,3727.63,210026000,153988400
25434640,3762.05,3710.48,3723.05,3761.88,140405000,101885600
25365040,3765.66,3726.28,3762.91,3765.17,155744100,105630000
25161150,3772.62,3727.32,3760.9,3731,145043700,101873600
25161150,,,,3731,,
23679440,3726.24,3468.95,3725.86,3469.07,145968200,115370700
23728830,3518.22,3377.28,3382.18,3478.78,196017100,162117000
24195310,3543.74,3468.47,3482.41,3539.81,160947200,145966100
22605420,3481.15,3284.74,3481.15,3294.38,47130780,44102640
23115100,3418.85,3237.93,3371.87,3361.56,203498900,185959400
22024420,3342.48,3192.45,3303.13,3192.45,184464000,174638400
22181260,3242.25,3174.55,3214.82,3215.71,142048900,128225800
21771340,3257.29,3155.88,3240.48,3155.88,130886100,120666500
22179790,3226.66,3072.04,3076.64,3221.57,144771600,134537700
21446300,3216.8,3101.05,3200.89,3118.73,131882700,124601800
21484030,3165.62,3066.73,3068.23,3130.73,109458300,101128400
22121200,3227.91,3119.22,3132.7,3223.13,142907700,127653900
21838500,3225.95,3154.43,3204.22,3174.38,143313300,130650500
21214510,3202.54,3081.34,3136.38,3081.34,121856200,111189700
21448850,3132.17,3053.96,3114.89,3113.46,96885660,89951070
21562560,3149.33,3105.1,3129.03,3128.89,85777890,81540050
20256830,3106.53,2934.65,3099.6,2940.51,127250600,126933900
20214510,2963.54,2839.29,2953.18,2930.35,126997700,132229400
19731840,2941.89,2841.84,2909.33,2853.76,95663870,99222750
20321580,2965.31,2854.37,2855.6,2946.09,109462400,113304300
19977040,2944.52,2869.56,2939.04,2901.05,82931440,86795330
20357040,2972.43,2901.51,2901.53,2961.33,88740220,88601950
20241280,2954.71,2909.9,2931.29,2948.64,74817090,77388990
20484220,2999.21,2960.21,2960.33,2984.76,91550340,91779710
20354030,2988.36,2962.85,2982.06,2963.79,77443220,76850800
20354030,,,,2963.79,,
20354030,,,,2963.79,,
20354030,,,,2963.79,,
20354030,,,,2963.79,,
20354030,,,,2963.79,,
20209580,2961.49,2886.02,2888.43,2946.71,71285040,72919420
20814500,3042.09,2962.19,2962.19,3037.03,112300500,112579600
21009280,3065.78,3027.05,3034.09,3063.32,122279300,128291600
20937120,3093.51,3049.84,3079.53,3053.7,122618600,124401500
20897500,3065.97,3032.63,3047.94,3051.58,90849330,87338000
21382980,3128.21,3071.33,3083.93,3118.87,141684100,140947000
21186500,3119.22,3061.43,3117.2,3089.36,117476500,112567400
21327980,3109.54,3055.25,3077.61,3109.54,112918600,111782600
20065650,3104.44,2905.46,3104.41,2918.75,153493000,157829700
20293840,2964.38,2902.95,2942.09,2948.03,102531600,106949700
19880240,2939.88,2821.21,2939.58,2877.47,118440800,129341000
20222640,2950.44,2863.32,2881.33,2930.69,110491000,116045900
21028030,3054.72,2933.12,2933.92,3051.33,164025200,175972300
21080110,3078.44,3040.25,3050.39,3058.42,165509100,173105700
21395980,3101.66,3032.42,3047.54,3093.89,205520500,219172500
21458900,3130.9,3083.58,3109,3104.84,127790300,132462000
21471310,3109.25,3001.83,3100.15,3107.67,128758500,136235700
21261280,3072.92,3020.13,3045.92,3071.91,106298600,111466200
20851340,3074.16,3012.69,3056.21,3013.15,78180460,76072190
20910430,3026.44,2982.17,2990.21,3018.28,74367300,73333550
21203730,3106.8,3034,3039.57,3065.69,123539100,117108600
21255810,3077.08,3028.58,3061.34,3074.78,101302800,98311940
21369780,3100.35,3064.52,3068.87,3090.03,126128800,124736400
21562240,3147.84,3077.57,3096.81,3124.2,136603700,121661800
21847340,3197.67,3130.1,3136.22,3171.96,210017800,197302600
22294080,3267.77,3198.36,3203.29,3249.44,256836600,233269500
22141090,3249.68,3218.73,3231.61,3225.79,194212000,161020900
22205920,3242.25,3202.98,3217.73,3236.09,155567100,125679300
21838960,3221.91,3181.81,3211.5,3181.85,162436000,133131100
21941500,3204.44,3174.32,3176.81,3197.82,115195600,97395330
21779040,3229.62,3161.88,3206.95,3169.73,123844000,103441900
21547280,3178.07,3122.76,3171.31,3135.41,113844300,97294740
22093440,3216.68,3161.29,3161.29,3216.27,140721800,117802500
22102640,3241.93,3208.66,3229.2,3218.09,147267600,121552100
22146270,3222.61,3165.86,3213.67,3221.89,127050100,118122100
22146270,,,,3221.89,,
22405280,3271.93,3205.21,3211.3,3264.49,159296500,146047800
22355760,3267.64,3236.2,3250.52,3257.53,137206300,120196300
22036060,3270.82,3208.64,3266.29,3209.29,128273100,112409500
21869140,3197.77,3163.3,3189.85,3185.73,113920700,101005600
22174510,3251.57,3213.51,3213.51,3230.1,142759500,125212700
22106140,3232.26,3198.9,3227.37,3218.45,99086540,92869420
22421340,3296.52,3237.86,3237.86,3261.38,200159600,195613900
22499820,3286.07,3252.05,3277.1,3275.83,117989400,113157300
22516770,3282.98,3261.73,3279.86,3272.2,107964000,99807520
22216720,3252.67,3221.66,3252.67,3228.45,103956100,97090060
22269100,3250.72,3221.58,3243.97,3238.3,90976220,80871440
21896030,3248.42,3107.37,3244.14,3181.03,172324700,162207900
21761580,3198.56,3150.94,3160.8,3160.6,110324400,104752600
21831300,3175.38,3137.99,3142.56,3174.9,82442910,77078480
21746720,3172.27,3137.11,3164.74,3162.03,74734850,67519340
21841980,3181.09,3150.4,3159.77,3179.16,68871550,59020720
21754320,3188.83,3162.69,3181.93,3165.92,70620400,60004140
21728300,3174.77,3135.64,3169.33,3160.58,78876750,69870660
21676300,3171.29,3149.4,3153.54,3156.74,70807700,58029780
21676300,,,,3156.74,,
22034320,3218.48,3151.4,3159.82,3213.54,115733900,98164830
21992060,3222.88,3198.29,3203.46,3209.46,97797120,90862400
22024750,3217.28,3196.57,3204.17,3213.92,83946500,74733680
21483550,3216.89,3130.15,3213.14,3130.35,119265200,108680200
21018960,3115.43,3055,3115.43,3065.61,100409200,99230460
21039740,3084.72,3055.18,3055.21,3069.11,70650750,68849920
21139520,3102.88,3063.09,3080.64,3082.81,87323410,81794260
21173230,3095.35,3035.02,3059.38,3090.14,81418780,78765710
21088750,3103.09,3064.69,3081.68,3074.93,65850990,62629740
21212780,3095.55,3053.66,3064.53,3095.31,64405200,59461860
21179180,3105.2,3073.46,3095.52,3086.02,75389380,65278110
21044370,3072.61,3039.46,3071.53,3068.03,88458830,82715360
21003280,3086.98,3058.14,3060.34,3062.5,68679060,60444160
21105740,3078.53,3041.52,3047.78,3078.22,65124240,56080830
21211360,3098.48,3076.5,3078.51,3087.22,70337500,59697220
21078270,3083.26,3052.59,3083.24,3063.55,61106000,58734380
21042830,3089.1,3054.87,3079.75,3059.22,63316560,56652800
21081700,3072.52,3027.44,3056.6,3064.21,65985170,60392980
21067650,3073.76,3052.18,3059.73,3062.5,59371780,60468740
21069550,3075.26,3037.66,3056.31,3066.71,63496560,63098580
21733090,3170.93,3068.6,3068.6,3169.56,151398200,138863100
21678260,3181.79,3159.82,3172.96,3160.55,131700800,113148500
21717440,3168.82,3151.06,3158.02,3167.1,97093620,86003420
21852720,3201.75,3162.09,3172.95,3189.32,136332000,101491800
21817730,3197.22,3168.55,3192.78,3178.79,101176200,76693740
21809970,3186.62,3168.18,3182.44,3177.05,88711620,68928300
21733200,3174.97,3148.35,3171.81,3163.99,97682780,76291760
21733200,,,,3163.99,,
21733200,,,,3163.99,,
21376060,3145.6,3065.77,3134.04,3066.34,114091300,92975940
21438560,3078.75,3055.65,3058.44,3075.98,78622300,66279460
21678430,3128.67,3042.23,3043.96,3116.37,106170200,87393250
21524850,3112.47,3089.48,3104.36,3094.67,93496220,82974690
21622430,3131.05,3096.09,3096.09,3110.36,97953380,85402980
21642510,3118.72,3089.71,3114.91,3112.67,74647790,63587140
21598940,3155.49,3097.94,3124.9,3106.32,107233600,87965340
21788030,3134.06,3096.99,3100.45,3133.96,81348700,66487100
21687760,3129.72,3102.48,3129.72,3117.32,81732540,67751730
21406300,3130.54,3033.96,3110.65,3077.15,118967400,104792200
21672020,3120.64,3064.97,3065.13,3120.54,104066100,83267250
21782380,3139.43,3099.7,3107.4,3136.4,117197800,92024620
21892510,3158.08,3139.13,3142.48,3151.39,117958800,103723700
21918530,3163.72,3148.2,3152.83,3153.92,100627900,79692610
21930660,3170.26,3148.29,3156.93,3154.2,91215020,71746270
22303280,3210.6,3134.02,3136.38,3204.7,149894800,133310500
22368080,3216.7,3197.99,3199.16,3207.38,143899100,130226900
22427840,3217.51,3183.45,3197.62,3216.8,147232500,124897500
22379250,3220.54,3190.12,3206.55,3209.95,140488800,118595200
22172480,3204.93,3183.96,3199.75,3192.28,111063500,89734850
22247380,3235.96,3197.63,3199.04,3203.33,155288100,138529500
22725550,3273.47,3200.3,3201.91,3273.18,190853700,172534200
22806980,3300.99,3271.77,3274.02,3282.87,196592300,175196100
22735550,3281.95,3259.06,3277.48,3276.76,128090400,107525800
22751340,3285.03,3265.29,3278.83,3276.28,125179800,102665000
22666930,3281.64,3251.76,3269.71,3262.02,129785700,110312500
22562990,3264.73,3226.2,3260.43,3248.23,107108900,88886850
22487380,3254.51,3232.26,3246.86,3237.6,91367440,72701250
22572740,3271.37,3238.3,3238.34,3252.52,107464100,86004820
22468850,3253.77,3220.89,3251.24,3225.16,107416900,86029120
22481260,3243.79,3218.14,3220.16,3230.88,92015840,70203180
22739310,3269.74,3228.01,3228.23,3269.59,103745800,81051090
22410830,3276.51,3157.41,3270.08,3218.24,186928400,160188700
22420350,3235.78,3195.27,3204.46,3221.14,137295900,112780000
22341980,3225.42,3198.68,3217.19,3203.93,103787000,88044830
22197060,3199.97,3156.75,3196.42,3176.81,98818620,87003490
22226750,3189.05,3165.54,3173.76,3189.05,70640750,62167630
22236260,3197.16,3173.53,3179.68,3193.51,79754320,72864100
22267440,3201.55,3170.42,3190.55,3201.29,86919580,73504370
22272930,3224.87,3192.86,3201.35,3205.11,94429540,77196350
22467470,3234.48,3187.25,3199.57,3234.18,102638100,86676050
22612140,3257.33,3229.17,3232.6,3256.98,105924000,91065250
22531120,3261.86,3242.75,3255.18,3243.34,106157400,90430370
22499580,3274.03,3232.61,3239.56,3233.36,116996100,101041200
22909060,3294.23,3231.14,3231.81,3294.23,129354700,116254000
23537260,3417.91,3302.38,3303.47,3393.42,258897500,220543400
23380830,3418.69,3372.02,3403.38,3378.24,226785200,196389700
23349220,3394.39,3356.92,3377.77,3373.05,167917500,138847700
23294420,3394.79,3349.69,3369.95,3364.48,172256500,142380200
23319920,3374.04,3341.19,3358.55,3365.02,135382700,119961500
23156930,3372.83,3335.47,3364.68,3336.79,128201800,107951000
23188750,3359.65,3324.96,3332.62,3341.83,108503700,92924510
23128510,3348.13,3323.72,3341.93,3329.86,94012830,81191420
23011490,3315.08,3279.81,3314.08,3308.97,112578100,100589200
22990980,3328.94,3301.73,3312.5,3307.09,93213200,81530690
22990100,3315.08,3297.07,3306.57,3307.78,88011630,77036320
23042220,3325.12,3304.6,3310.32,3311.99,89513010,75725980
23144850,3333.97,3304.65,3310.56,3327.79,99215040,79570800
22980990,3329.34,3301.21,3326.74,3301.58,100911500,84947220
23032530,3320.42,3295.75,3298.72,3314.11,99396370,82791790
23057780,3338.42,3314.63,3321,3319.68,87531090,78292460
23165860,3347.95,3300.13,3322.02,3342.63,118366500,98283980
23168720,3357.36,3337.75,3344.06,3340.82,115119900,102940100
23160320,3343.39,3328.23,3338.01,3339.56,83742340,71916140
23029150,3344.95,3318.04,3339.37,3318.04,95471180,82657020
22658540,3276.72,3234.57,3271.87,3262.6,134456600,122917700
22628500,3269.22,3246.38,3265.34,3260.33,76862640,67180290
22467940,3254.99,3231.33,3245.74,3238.73,79780740,70432690
22467940,,,,3238.73,,
22467940,,,,3238.73,,
22614260,3264.9,3242.74,3242.74,3263.12,67678020,58831070
22575340,3265.03,3252.39,3264.66,3257.4,61626140,52784190
22623410,3270.9,3254.32,3257.71,3266.64,68957740,59142980
22772700,3303.2,3277.98,3281.47,3291.12,89991760,75753540
22696750,3293.92,3275.02,3292.28,3275.67,68046260,57993980
22337970,3267.69,3220.28,3267.69,3220.28,78700830,70452180
22475680,3240.77,3214.44,3214.87,3240.75,66651120,58460540
22398580,3243.65,3228,3243.65,3230.89,51996400,44727490
22496140,3257.77,3234.8,3234.86,3244.39,62220290,55452540
22543380,3260.94,3239.04,3240.18,3253.28,52655730,44978020
22543380,,,,3253.28,,
22543380,,,,3253.28,,
22543380,,,,3253.28,,
22543380,,,,3253.28,,
22543380,,,,3253.28,,
22811700,3294.64,3258.96,3265.36,3293.87,89607980,80519250
22897230,3308,3292.88,3296.87,3306.56,88213410,87713150
22855310,3302.56,3289.75,3299.14,3300.01,72386910,68669780
22873280,3307.41,3292.4,3299.15,3302.64,79923740,81224190
22906590,3306.68,3285.73,3298.73,3305.85,81485580,82316260
22727630,3309.01,3271.54,3305.96,3277.88,88199410,86113500
23034610,3321.33,3272.68,3272.68,3321.33,104625000,102860700
23013500,3332.52,3309.83,3323.3,3316.24,96354430,101167700
23041250,3324.9,3312.17,3317.18,3318.6,82481090,79238860
23127940,3341.56,3309.18,3315.71,3327.74,107114900,109785200
23409970,3382.82,3330.97,3332.51,3367.58,150063000,153014300
23400800,3373.91,3356.58,3367.47,3367.45,110576500,111191700
23293220,3367.83,3349.57,3365.2,3354.8,104719300,98024780
23230160,3352.35,3335.13,3351.46,3345.69,85241010,77629840
23202620,3370.75,3337.29,3347.14,3340.13,104798000,93133300
23166780,3340.47,3317.33,3332.41,3336.28,80701810,71352850
52576720,3359.39,3334.46,3338.71,3359.05,84717680,74938190
23115070,3356.4,3331.38,3350.71,3333.35,100349000,91197100
23313570,3379.99,3324.84,3326.9,3365.09,137386500,126223500
23243900,3377.64,3348.43,3362.21,3354.17,110813800,104069600
23275580,3362.74,3342.31,3353.44,3356.59,94370860,99877980
23375980,3383.92,3361.13,3367.7,3371.12,105138300,103148300
23235170,3373.1,3322.08,3370.6,3353.05,145186900,139110000
23501980,3403.02,3374.91,3374.91,3390.61,133277400,134705500
23685520,3422.67,3382.89,3387.95,3417.22,190647300,198781500
23797150,3452.62,3408.14,3409.22,3430.25,208353300,213247100
23762260,3434.92,3415.99,3428.87,3429.87,135206800,134566300
23761730,3435.64,3419.24,3432.43,3429.59,128944600,129808500
23798690,3437.67,3412.88,3423.47,3436.54,121576900,121561700
23662430,3443.12,3413.27,3437.49,3417.46,117345600,115951200
23860960,3463.14,3412.08,3412.65,3441.11,147542600,146434500
24084700,3469.22,3443.22,3443.22,3468.36,167250700,168523400
24104080,3492.96,3465.76,3473.89,3474.73,171247100,162388500
24159460,3508.16,3467.01,3468.81,3488.74,165071400,145746300
24371760,3521.3,3463.95,3490.04,3521.3,166832200,153621500
24514660,3553.36,3528.32,3538.68,3535.08,219859800,207375500
24713020,3583.72,3521.38,3525.9,3564.04,248322800,236918400
24466100,3567.07,3527.02,3557.64,3538,190681200,178560200
24659280,3575.97,3543.25,3543.96,3565.04,199637700,180170800
24486900,3562.55,3516.79,3559.77,3528.95,203742100,196355500
24102980,3496.88,3457.34,3473.69,3469.41,190175100,180852400
24016960,3477.59,3456.81,3466.24,3459.15,125727700,115529100
24125200,3475.75,3445.76,3458.37,3475.75,115282200,114345100
24073520,3484.34,3466.51,3481.81,3470.14,119188500,117383900
24279100,3507.93,3461.76,3464.87,3493.7,152674900,150303300
23848850,3495.8,3400.79,3489.27,3409.18,199163500,187467700
23821150,3416.21,3370.6,3394.21,3405.04,124454200,121105100
23669340,3412.28,3378.27,3399.41,3378.95,126182700,124007700
23367790,3378.04,3327.14,3363.86,3340.43,121507800,114960700
23389860,3356.29,3330.49,3335.36,3346.03,98112190,90775410
23306880,3344.86,3325,3342.34,3328.98,86095680,81640670
23173010,3329.1,3289.27,3328.3,3309.06,88527340,87569580
23431860,3342.48,3313.75,3313.75,3338.54,106205500,108255000
23454580,3340.36,3322.72,3335.12,3335.67,92564860,92277250
23286800,3334.89,3300.88,3333.4,3307.6,99575470,97444700
23378480,3322.42,3267.05,3293.22,3322.4,95493220,89793970
23288690,3330.23,3315.83,3319.21,3316.39,79617120,75486350
23196640,3320.55,3293.17,3315.75,3301.89,71759820,69000430
23164780,3312.11,3288.1,3297.04,3297.76,75972960,70087920
23261180,3313.55,3295.75,3302.6,3310.08,76921360,71744110
23261180,,,,3310.08,,
